model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
EoLstm-run_0-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,950.2807,0.9503,0.01082182,950.6096,0.2657,33.21441740755829,5.0327,54.7827,7.4015,0.7209,3.6149,0.2229,inf,inf,71.2511,0.6892,0.9973
EoLstm-run_1-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,972.6003,0.9726,0.00953627,972.9055,0.1897,33.27428784105438,4.9037,58.6526,7.6585,0.7064,3.648,0.168,inf,inf,68.7321,0.6433,0.9717
EoLstm-run_2-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,992.787,0.9928,0.01023293,993.108,0.2686,32.84310891627843,4.8876,54.1384,7.3579,0.6687,3.4636,0.232,inf,inf,68.9004,0.6683,0.9685
EoLstm-run_3-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1012.3723,1.0124,0.01024532,1012.682,0.2442,33.5169119699523,5.1415,56.8742,7.5415,0.7555,3.855,0.1932,inf,inf,71.1094,0.6885,1.0188
EoLstm-run_4-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1042.8115,1.0428,0.00974965,1043.1416,0.2459,33.49088155354531,4.9794,56.2667,7.5011,0.7351,3.7019,0.2018,inf,inf,70.6425,0.6796,0.9867
EoLstm-run_5-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1055.232,1.0552,0.01131415,1055.5417,0.3016,32.26443962857452,4.9718,53.4301,7.3096,0.7593,4.1603,0.2421,inf,inf,69.628,0.6806,0.9852
EoLstm-run_6-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1070.8366,1.0708,0.01163363,1071.2571,0.2582,33.64107264750415,5.1192,55.812,7.4707,0.7277,3.632,0.2083,inf,inf,72.1049,0.7006,1.0144
EoLstm-run_7-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1073.6656,1.0737,0.01104069,1074.0452,0.2006,33.11726324738201,5.3199,59.1111,7.6884,0.7529,3.9446,0.1615,inf,inf,72.6096,0.6987,1.0542
EoLstm-run_8-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1069.2965,1.0693,0.01018786,1069.6907,0.2858,33.37661113381739,5.0755,54.038,7.3511,0.727,3.8559,0.2334,inf,inf,71.6404,0.7004,1.0058
EoLstm-run_9-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,457.7023,0.4577,0.00296545,457.8001,0.2887,32.70858539261889,4.8258,53.2541,7.2975,0.7512,3.7213,0.2446,inf,inf,68.3698,0.6541,0.9563
