model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
AsoLstm-run_0-hs_[7]True-ac_eluelu-alpha_50-beta_0.2-epoch_1000-pop_size_50,1129.3873,1.1294,0.00998259,1129.9662,0.0286,0.0053,-0.1329,0.0637,0.0069,0.0829,inf,83.3654,0.0286,1.0668,-0.1329,6.7742,77.7498,8.8176,inf,83.3654
AsoLstm-run_1-hs_[7]True-ac_eluelu-alpha_50-beta_0.2-epoch_1000-pop_size_50,1304.7163,1.3047,0.01143551,1305.308,0.0201,0.0055,-0.1725,0.0658,0.0071,0.0843,inf,84.8073,0.0201,1.107,-0.1725,7.004,80.47,8.9705,inf,84.8073
AsoLstm-run_2-hs_[7]True-ac_eluelu-alpha_50-beta_0.2-epoch_1000-pop_size_50,1304.2271,1.3042,0.0168798,1304.8872,0.0512,0.0065,-0.3563,0.0768,0.0082,0.0907,inf,91.7017,0.0512,1.2908,-0.3563,8.1693,93.0833,9.648,inf,91.7017
AsoLstm-run_3-hs_[7]True-ac_eluelu-alpha_50-beta_0.2-epoch_1000-pop_size_50,1300.2703,1.3003,0.01649189,1300.8622,0.0371,0.0063,-0.3163,0.0745,0.008,0.0893,inf,90.3341,0.0371,1.2531,-0.3163,7.9246,90.338,9.5046,inf,90.3341
AsoLstm-run_4-hs_[7]True-ac_eluelu-alpha_50-beta_0.2-epoch_1000-pop_size_50,1294.4394,1.2944,0.01034999,1295.0293,0.0435,0.0058,-0.2258,0.0698,0.0074,0.0862,inf,87.4728,0.0435,1.1742,-0.2258,7.4293,84.129,9.1722,inf,87.4728
AsoLstm-run_5-hs_[7]True-ac_eluelu-alpha_50-beta_0.2-epoch_1000-pop_size_50,1276.3217,1.2763,0.02659345,1276.9174,0.1333,0.0039,0.1315,0.0457,0.0053,0.0725,inf,69.5589,0.1333,0.6688,0.1315,4.866,59.6059,7.7205,inf,69.5589
AsoLstm-run_6-hs_[7]True-ac_eluelu-alpha_50-beta_0.2-epoch_1000-pop_size_50,1310.2286,1.3102,0.00745106,1310.782,0.0964,0.0041,0.0888,0.0489,0.0055,0.0743,inf,72.2319,0.0964,0.7381,0.0888,5.205,62.5338,7.9078,inf,72.2319
AsoLstm-run_7-hs_[7]True-ac_eluelu-alpha_50-beta_0.2-epoch_1000-pop_size_50,1236.7866,1.2368,0.01030874,1237.2003,0.1336,0.004,0.0998,0.0435,0.0055,0.0739,inf,69.4627,0.1336,0.5539,0.0998,4.6253,61.7805,7.8601,inf,69.4627
AsoLstm-run_8-hs_[7]True-ac_eluelu-alpha_50-beta_0.2-epoch_1000-pop_size_50,1033.303,1.0333,0.00944042,1033.7497,0.0321,0.0057,-0.1989,0.0679,0.0073,0.0852,inf,86.1826,0.0321,1.1419,-0.1989,7.2212,82.2829,9.071,inf,86.1826
AsoLstm-run_9-hs_[7]True-ac_eluelu-alpha_50-beta_0.2-epoch_1000-pop_size_50,1130.9797,1.131,0.01236415,1131.6389,0.158,0.0041,0.098,0.0539,0.0055,0.0739,inf,76.4531,0.158,0.8662,0.098,5.7336,61.901,7.8677,inf,76.4531
