model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
WdoLstm-run_0-hs_[7]True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,2775.3965,2.7754,0.0201304,2775.6091,0.2704,128.06756300210952,7.7352,161.5674,12.7109,1.4451,4.8131,0.2696,inf,inf,109.2891,0.932,0.9356
WdoLstm-run_1-hs_[7]True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,2784.1898,2.7842,0.02000427,2784.3299,0.2711,128.49715250194072,8.1955,163.4979,12.7866,1.6682,5.7351,0.2609,inf,inf,110.5686,0.9562,0.9913
WdoLstm-run_2-hs_[7]True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,2786.4103,2.7864,0.0186429,2786.5448,0.239,138.2477536639571,8.0756,168.7638,12.9909,1.6586,5.9293,0.2371,inf,inf,110.5505,0.9512,0.9768
WdoLstm-run_3-hs_[7]True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,2791.9607,2.792,0.01888776,2792.1011,0.2442,139.08904725417494,7.8332,167.2126,12.9311,1.5467,5.3081,0.2441,inf,inf,109.9437,0.9398,0.9475
WdoLstm-run_4-hs_[7]True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,2802.5462,2.8025,0.01969171,2802.686,0.2732,126.95051141694188,8.0049,162.0849,12.7313,1.5631,5.3063,0.2673,inf,inf,110.022,0.947,0.9682
WdoLstm-run_5-hs_[7]True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,2808.8487,2.8088,0.01874971,2808.9872,0.2753,127.73328417390584,7.6328,160.334,12.6623,1.4398,4.6857,0.2752,inf,inf,109.1095,0.93,0.9232
WdoLstm-run_6-hs_[7]True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,2789.7631,2.7898,0.01831913,2789.9004,0.2791,123.65941411137581,7.7973,159.9391,12.6467,1.481,4.8759,0.277,inf,inf,109.4476,0.9369,0.9431
WdoLstm-run_7-hs_[7]True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,2792.3149,2.7923,0.01863742,2792.4524,0.2092,136.90652992337942,9.5013,186.0803,13.6411,2.1826,8.9821,0.1588,inf,inf,114.4607,1.0008,1.1492
WdoLstm-run_8-hs_[7]True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,2783.7145,2.7837,0.02322841,2783.8802,0.2637,130.96460709050297,8.5176,167.161,12.9291,1.8131,6.4436,0.2444,inf,inf,111.5396,0.9694,1.0302
WdoLstm-run_9-hs_[7]True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,2803.5537,2.8036,0.01979375,2803.6934,0.27,128.9048816075921,7.6943,161.5177,12.709,1.4788,4.9133,0.2699,inf,inf,109.2781,0.9335,0.9307
