model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
WoaMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50,92.6119,0.0926,0.00094724,92.6795,0.2769,0.0017,0.2732,0.0291,0.0022,0.0467,inf,109.6741,0.2769,1.5271,0.2732,7.8903,160.7751,12.6797,inf,109.6741
WoaMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50,93.196,0.0932,0.00054073,93.2516,0.2673,0.0017,0.2635,0.0294,0.0022,0.047,inf,109.868,0.2673,1.5554,0.2635,7.9729,162.9324,12.7645,inf,109.868
WoaMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50,91.1994,0.0912,0.00054169,91.3241,0.2702,0.0017,0.2677,0.0287,0.0022,0.0469,inf,109.1463,0.2702,1.4215,0.2677,7.7991,161.9949,12.7277,inf,109.1463
WoaMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50,88.1117,0.0881,0.00054383,88.1705,0.2754,0.0017,0.2727,0.0288,0.0022,0.0467,inf,109.4006,0.2754,1.4657,0.2727,7.8186,160.8835,12.684,inf,109.4006
WoaMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50,90.0506,0.0901,0.00091648,90.1097,0.2555,0.0017,0.2551,0.0282,0.0022,0.0473,inf,109.1646,0.2555,1.4071,0.2551,7.666,164.7819,12.8367,inf,109.1646
WoaMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50,88.8138,0.0888,0.00056553,88.9425,0.2671,0.0017,0.2642,0.0292,0.0022,0.047,inf,109.893,0.2671,1.5465,0.2642,7.9258,162.7796,12.7585,inf,109.893
WoaMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50,93.5177,0.0935,0.00055528,93.6128,0.2781,0.0017,0.2749,0.0289,0.0022,0.0467,inf,109.6659,0.2781,1.5045,0.2749,7.8509,160.4087,12.6653,inf,109.6659
WoaMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50,89.7299,0.0897,0.00055337,89.7886,0.2597,0.0017,0.2578,0.0287,0.0022,0.0472,inf,109.0325,0.2597,1.3846,0.2578,7.7967,164.1939,12.8138,inf,109.0325
WoaMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50,93.7954,0.0938,0.00053573,93.8544,0.2317,0.0018,0.2272,0.03,0.0023,0.0482,inf,110.6859,0.2317,1.637,0.2272,8.1413,170.9561,13.075,inf,110.6859
WoaMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50,72.7218,0.0727,0.00054431,72.7847,0.2101,0.0019,0.1991,0.0315,0.0024,0.0491,inf,112.1727,0.2101,1.7747,0.1991,8.5394,177.1781,13.3108,inf,112.1727
,,,,,,,,,,,,,,,,,,,,
,EV,,,mae,,,rmse,,,,,min,0.2101,1.3846,0.1991,7.666,160.4087,12.6653,0,109.0325
best,mean,std,best,mean,std,best,mean,std,,,,max,0.2781,1.7747,0.2749,8.5394,177.1781,13.3108,0,112.1727
0.259,0.022,0.085,7.94,0.245,0.031,12.832,0.206,0.016,,,,mean,0.2592,1.52241,0.25554,7.9401,164.68842,12.8316,#DIV/0!,109.87036
,,,,,,,,,,,,std,0.022017569,0.117605456,0.024178282,0.24533346,5.350170823,0.206121685,#DIV/0!,0.942323304
,,,,,,,,,,,,cv,0.084944324,0.077249529,0.094616429,0.030898032,0.032486624,0.0160636,#DIV/0!,0.008576684
