Epoch,MSE
1,0.007740422937324955
2,0.0071498803358062794
3,0.0070970297866124
4,0.007084074071246683
5,0.007074777088565432
6,0.007065012907662624
7,0.0070552230018987
8,0.0070455862621582
9,0.007036947409446331
10,0.007027625767776911
11,0.007017671676719101
12,0.007009059760091696
13,0.007001773290808453
14,0.006991113263629103
15,0.006982270421033309
16,0.0069746642070561415
17,0.0069652200161879375
18,0.006954112910927652
19,0.006946751169981323
20,0.006936716032799464
21,0.0069282124757516165
22,0.006922323522771769
23,0.006910877636954934
24,0.006905308001932832
25,0.006894829913226447
26,0.0068846317251138375
27,0.006876557616988189
28,0.006867243036513289
29,0.006860567195068111
30,0.006851490848356801
31,0.00684358074907955
32,0.006832756160405275
33,0.00682507735501743
34,0.006819058030377173
35,0.006810404011880879
36,0.0068018284020063425
37,0.006794234338152763
38,0.006785736937301934
39,0.006779032001926325
40,0.006769180934693323
41,0.006761616275181031
42,0.006754729520222788
43,0.006745933628056787
44,0.006740595018588349
45,0.006731230890861477
46,0.006723206500358272
47,0.0067138413162984795
48,0.006706202951262431
49,0.006701378401615097
50,0.006691898740388836
51,0.006685124947802874
52,0.006677855298306129
53,0.006671253781046417
54,0.006663391524281426
55,0.006655942999020184
56,0.00664877408135691
57,0.0066410116314928325
58,0.006634797906720162
59,0.006624934278287434
60,0.006619321960107336
61,0.006611787071822346
62,0.006605869244062675
63,0.00659555291172346
64,0.006591160566760943
65,0.006583560358725379
66,0.0065781403369668786
67,0.006571284817899986
68,0.006564000487000155
69,0.006556994323109308
70,0.006549839371909644
71,0.006545089152117793
72,0.006535939244063126
73,0.006528895460630781
74,0.006523027867049981
75,0.006515799539142469
76,0.006509777566064891
77,0.006503663960178997
78,0.006496075705076475
79,0.006489900470800211
80,0.006483357835843278
81,0.0064766842165942425
82,0.006470294101908947
83,0.006464958108837742
84,0.006458397823662015
85,0.0064516537784307885
86,0.006445648736087516
87,0.006438388523161857
88,0.006432702950989251
89,0.006427443444809492
90,0.006420605029344881
91,0.006414117631050648
92,0.006407094170124485
93,0.0064027778698821924
94,0.006396622173174939
95,0.00639094537571159
96,0.006383034838853129
97,0.006379119171658376
98,0.0063742462205072375
99,0.006367175600710704
100,0.006361693139007091
101,0.00635524545951016
102,0.006349085592123877
103,0.006344914560360675
104,0.006339097685115085
105,0.006332641411944396
106,0.006327941706029689
107,0.006321004989953329
108,0.006315101555415948
109,0.006311037954609736
110,0.0063055440169968975
111,0.0062993899148465525
112,0.006293977909927715
113,0.0062882523814696495
114,0.00628301986019949
115,0.006277672942493083
116,0.006273011663872108
117,0.006268287114558722
118,0.0062619215843188894
119,0.006257658094737591
120,0.006250420325353978
121,0.0062463911504754355
122,0.006241419246030743
123,0.006235838450482789
124,0.006230548495913856
125,0.006226216773273928
126,0.006221037627326322
127,0.006216423942681919
128,0.00621023607142572
129,0.006205906947857978
130,0.006199380344015362
131,0.006195991949488239
132,0.0061898849815256955
133,0.006186007239085784
134,0.006180278643374239
135,0.006175200564691031
136,0.006170715926700874
137,0.00616574545049263
138,0.006160752943190982
139,0.006155512103062824
140,0.006149945952625356
141,0.006146767903889728
